holder_id,check,detail,severity
H0013871,nino_malformed,NINO fails structure: bad_format,blocking
H0013903,nino_missing,NINO absent,blocking
H0013913,nino_missing,NINO absent,blocking
H0013914,address_incomplete,missing postcode,advisory
H0013927,address_incomplete,missing postcode,advisory
H0013931,nino_missing,NINO absent,blocking
H0013936,dob_missing,date_of_birth='',advisory
H0013938,dob_missing,date_of_birth='',advisory
H0013949,nino_missing,NINO absent,blocking
H0013990,dob_missing,date_of_birth='',advisory
H0014003,address_incomplete,missing address_line_1,advisory
H0014029,address_incomplete,missing postcode,advisory
H0014053,address_incomplete,missing address_line_1,advisory
H0014067,nino_malformed,NINO fails structure: suffix_blank,blocking
H0014093,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0014094,nino_missing,NINO absent,blocking
H0014107,nino_malformed,NINO fails structure: suffix_blank,blocking
H0014111,nino_missing,NINO absent,blocking
H0014128,address_incomplete,missing address_line_1,advisory
H0014129,address_incomplete,missing address_line_1,advisory
H0014141,nino_missing,NINO absent,blocking
H0014160,nino_missing,NINO absent,blocking
H0014163,address_incomplete,missing postcode,advisory
H0014168,address_incomplete,missing address_line_1,advisory
H0014185,dob_missing,date_of_birth='',advisory
H0014185,address_incomplete,missing postcode,advisory
H0014187,nino_missing,NINO absent,blocking
H0014212,address_incomplete,missing address_line_1,advisory
H0014230,address_incomplete,missing address_line_1,advisory
H0014244,nino_malformed,NINO fails structure: bad_format,blocking
H0014247,address_incomplete,missing address_line_1,advisory
H0014257,nino_missing,NINO absent,blocking
H0014266,address_incomplete,missing address_line_1,advisory
H0014293,address_incomplete,missing address_line_1,advisory
H0014298,dob_missing,date_of_birth='',advisory
H0014324,nino_missing,NINO absent,blocking
H0014326,address_incomplete,missing postcode,advisory
H0014329,dob_missing,date_of_birth='',advisory
H0014351,address_incomplete,missing postcode,advisory
H0014353,address_incomplete,missing address_line_1,advisory
H0014360,nino_missing,NINO absent,blocking
H0014361,nino_missing,NINO absent,blocking
H0014378,address_incomplete,missing postcode,advisory
H0014387,address_incomplete,missing address_line_1,advisory
H0014393,nino_missing,NINO absent,blocking
H0014393,address_incomplete,missing postcode,advisory
H0014408,address_incomplete,missing address_line_1,advisory
H0014415,address_incomplete,missing postcode,advisory
H0014423,dob_missing,date_of_birth='',advisory
H0014429,address_incomplete,missing postcode,advisory
H0014431,nino_malformed,NINO fails structure: suffix_blank,blocking
H0014452,nino_missing,NINO absent,blocking
H0014528,nino_missing,NINO absent,blocking
H0014531,address_incomplete,missing postcode,advisory
H0014555,dob_missing,date_of_birth='',advisory
H0014567,address_incomplete,missing address_line_1,advisory
H0014574,address_incomplete,missing postcode,advisory
H0014582,dob_missing,date_of_birth='',advisory
H0014589,nino_missing,NINO absent,blocking
H0014601,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0014629,address_incomplete,missing address_line_1,advisory
H0014650,nino_missing,NINO absent,blocking
H0014655,nino_missing,NINO absent,blocking
H0014657,address_incomplete,missing address_line_1,advisory
H0014685,address_incomplete,missing postcode,advisory
H0014686,dob_missing,date_of_birth='',advisory
H0014707,nino_missing,NINO absent,blocking
H0014712,nino_malformed,NINO fails structure: suffix_blank,blocking
H0014718,address_incomplete,missing address_line_1,advisory
H0014729,nino_missing,NINO absent,blocking
H0014744,nino_malformed,NINO fails structure: bad_suffix,blocking
H0014745,dob_missing,date_of_birth='',advisory
H0014755,address_incomplete,missing postcode,advisory
H0014784,nino_malformed,NINO fails structure: bad_format,blocking
H0014787,nino_missing,NINO absent,blocking
H0014790,nino_malformed,NINO fails structure: bad_format,blocking
H0014822,address_incomplete,missing address_line_1,advisory
H0014824,nino_missing,NINO absent,blocking
H0014837,dob_missing,date_of_birth='',advisory
H0014852,dob_missing,date_of_birth='',advisory
H0014865,nino_missing,NINO absent,blocking
H0014881,address_incomplete,missing postcode,advisory
H0014882,nino_missing,NINO absent,blocking
H0014882,address_incomplete,missing address_line_1,advisory
H0014883,nino_missing,NINO absent,blocking
H0014883,address_incomplete,missing postcode,advisory
H0014901,address_incomplete,missing address_line_1,advisory
H0014902,nino_missing,NINO absent,blocking
H0014919,nino_missing,NINO absent,blocking
H0014944,dob_missing,date_of_birth='',advisory
H0014958,address_incomplete,missing postcode,advisory
H0014966,address_incomplete,missing postcode,advisory
H0014975,nino_missing,NINO absent,blocking
H0014982,address_incomplete,missing address_line_1,advisory
H0015009,address_incomplete,missing address_line_1,advisory
H0015038,nino_missing,NINO absent,blocking
H0015043,nino_missing,NINO absent,blocking
H0015065,address_incomplete,missing address_line_1,advisory
H0015069,nino_malformed,NINO fails structure: bad_format,blocking
H0015075,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0015089,nino_missing,NINO absent,blocking
H0015095,address_incomplete,missing postcode,advisory
H0015120,nino_missing,NINO absent,blocking
H0015151,dob_missing,date_of_birth='',advisory
H0015152,nino_missing,NINO absent,blocking
H0015165,nino_malformed,NINO fails structure: suffix_blank,blocking
H0015171,address_incomplete,missing postcode,advisory
H0015183,address_incomplete,missing address_line_1,advisory
H0015193,nino_missing,NINO absent,blocking
H0015226,nino_malformed,NINO fails structure: bad_format,blocking
H0015228,nino_malformed,NINO fails structure: bad_format,blocking
H0015229,nino_missing,NINO absent,blocking
H0015229,address_incomplete,missing postcode,advisory
H0015240,nino_malformed,NINO fails structure: bad_format,blocking
H0015263,address_incomplete,missing postcode,advisory
H0015282,dob_missing,date_of_birth='',advisory
H0015289,nino_missing,NINO absent,blocking
H0015301,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0015328,nino_missing,NINO absent,blocking
H0015339,dob_missing,date_of_birth='',advisory
H0015350,nino_missing,NINO absent,blocking
H0015364,address_incomplete,missing postcode,advisory
H0015393,dob_missing,date_of_birth='',advisory
H0015394,address_incomplete,missing postcode,advisory
H0015398,nino_missing,NINO absent,blocking
H0015438,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0015446,address_incomplete,missing postcode,advisory
H0015459,nino_missing,NINO absent,blocking
H0015463,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0015487,nino_malformed,NINO fails structure: suffix_blank,blocking
H0015492,nino_malformed,NINO fails structure: suffix_blank,blocking
H0015514,dob_missing,date_of_birth='',advisory
H0015539,nino_missing,NINO absent,blocking
H0015577,address_incomplete,missing address_line_1,advisory
H0015581,nino_missing,NINO absent,blocking
H0015603,nino_missing,NINO absent,blocking
H0015604,nino_malformed,NINO fails structure: bad_format,blocking
H0015608,nino_malformed,NINO fails structure: bad_suffix,blocking
H0015613,nino_missing,NINO absent,blocking
H0015643,nino_malformed,NINO fails structure: suffix_blank,blocking
H0015657,nino_missing,NINO absent,blocking
H0015662,nino_missing,NINO absent,blocking
H0015670,address_incomplete,missing address_line_1,advisory
H0015690,dob_missing,date_of_birth='',advisory
H0015696,address_incomplete,missing postcode,advisory
H0015701,address_incomplete,missing address_line_1,advisory
H0015710,address_incomplete,missing address_line_1,advisory
H0015722,address_incomplete,missing address_line_1,advisory
H0015727,nino_missing,NINO absent,blocking
H0015727,address_incomplete,missing postcode,advisory
H0015740,address_incomplete,missing postcode,advisory
H0015743,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0015748,address_incomplete,missing address_line_1,advisory
H0015749,address_incomplete,missing postcode,advisory
H0015766,nino_malformed,NINO fails structure: bad_suffix,blocking
H0015811,nino_malformed,NINO fails structure: bad_format,blocking
H0015827,nino_malformed,NINO fails structure: bad_format,blocking
H0015832,dob_missing,date_of_birth='',advisory
H0015841,nino_malformed,NINO fails structure: bad_format,blocking
H0015841,dob_missing,date_of_birth='',advisory
H0015842,nino_malformed,NINO fails structure: bad_format,blocking
H0015846,nino_missing,NINO absent,blocking
H0015848,nino_missing,NINO absent,blocking
H0015855,address_incomplete,missing address_line_1,advisory
H0015857,dob_missing,date_of_birth='',advisory
H0015860,address_incomplete,missing postcode,advisory
H0015865,nino_malformed,NINO fails structure: suffix_blank,blocking
H0015874,dob_missing,date_of_birth='',advisory
H0015903,nino_missing,NINO absent,blocking
H0015913,address_incomplete,missing postcode,advisory
H0015924,address_incomplete,missing address_line_1,advisory
H0015925,nino_missing,NINO absent,blocking
H0015927,nino_missing,NINO absent,blocking
H0015940,nino_malformed,NINO fails structure: bad_format,blocking
H0015941,nino_missing,NINO absent,blocking
H0015944,nino_malformed,NINO fails structure: bad_suffix,blocking
H0015947,nino_missing,NINO absent,blocking
H0015956,nino_malformed,NINO fails structure: suffix_blank,blocking
H0015964,address_incomplete,missing postcode,advisory
H0015967,dob_missing,date_of_birth='',advisory
H0015997,nino_malformed,NINO fails structure: bad_format,blocking
H0016002,dob_missing,date_of_birth='',advisory
H0016017,dob_missing,date_of_birth='',advisory
H0016053,nino_malformed,NINO fails structure: suffix_blank,blocking
H0016072,address_incomplete,missing postcode,advisory
H0016100,nino_missing,NINO absent,blocking
H0016125,nino_missing,NINO absent,blocking
H0016128,address_incomplete,missing postcode,advisory
H0016138,nino_malformed,NINO fails structure: bad_suffix,blocking
H0016177,nino_missing,NINO absent,blocking
H0016193,nino_missing,NINO absent,blocking
H0016195,address_incomplete,missing address_line_1,advisory
H0016203,address_incomplete,missing address_line_1,advisory
H0016205,nino_missing,NINO absent,blocking
H0016218,nino_missing,NINO absent,blocking
H0016254,nino_missing,NINO absent,blocking
H0016255,dob_missing,date_of_birth='',advisory
H0016276,nino_missing,NINO absent,blocking
H0016279,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0016280,dob_missing,date_of_birth='',advisory
H0016292,nino_malformed,NINO fails structure: bad_format,blocking
H0016295,nino_missing,NINO absent,blocking
H0016334,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0016340,nino_malformed,NINO fails structure: bad_format,blocking
H0016344,nino_malformed,NINO fails structure: suffix_blank,blocking
H0016345,nino_missing,NINO absent,blocking
H0016366,address_incomplete,missing address_line_1,advisory
H0016385,dob_missing,date_of_birth='',advisory
H0016385,address_incomplete,missing address_line_1,advisory
H0016400,nino_malformed,NINO fails structure: bad_format,blocking
H0016405,address_incomplete,missing address_line_1,advisory
H0016413,nino_malformed,NINO fails structure: suffix_blank,blocking
H0016416,address_incomplete,missing postcode,advisory
H0016439,address_incomplete,missing postcode,advisory
H0016462,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0016462,address_incomplete,missing postcode,advisory
H0016475,address_incomplete,missing address_line_1,advisory
H0016483,nino_missing,NINO absent,blocking
H0016505,nino_malformed,NINO fails structure: bad_format,blocking
H0016511,dob_missing,date_of_birth='',advisory
H0016512,nino_missing,NINO absent,blocking
H0016514,nino_missing,NINO absent,blocking
H0016517,address_incomplete,missing address_line_1,advisory
H0016552,address_incomplete,missing address_line_1,advisory
H0016553,address_incomplete,missing postcode,advisory
H0016556,nino_malformed,NINO fails structure: bad_format,blocking
H0016560,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0016587,address_incomplete,missing postcode,advisory
H0016605,nino_missing,NINO absent,blocking
H0016618,address_incomplete,missing address_line_1,advisory
H0016620,nino_malformed,NINO fails structure: bad_format,blocking
H0016624,address_incomplete,missing address_line_1,advisory
H0016639,nino_missing,NINO absent,blocking
H0016643,address_incomplete,missing address_line_1,advisory
H0016647,address_incomplete,missing postcode,advisory
H0016678,address_incomplete,missing address_line_1,advisory
H0016691,address_incomplete,missing address_line_1,advisory
H0016704,nino_missing,NINO absent,blocking
H0016709,address_incomplete,missing postcode,advisory
H0016710,nino_missing,NINO absent,blocking
H0016720,dob_missing,date_of_birth='',advisory
H0016726,nino_malformed,NINO fails structure: bad_format,blocking
H0016728,nino_malformed,NINO fails structure: bad_suffix,blocking
H0016729,nino_missing,NINO absent,blocking
H0016735,nino_missing,NINO absent,blocking
H0016744,nino_malformed,NINO fails structure: bad_format,blocking
H0016750,nino_missing,NINO absent,blocking
H0016754,nino_malformed,NINO fails structure: bad_format,blocking
H0016766,nino_missing,NINO absent,blocking
H0016794,nino_malformed,NINO fails structure: bad_suffix,blocking
H0016796,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0016796,address_incomplete,missing postcode,advisory
H0016807,nino_missing,NINO absent,blocking
H0016820,nino_malformed,NINO fails structure: bad_format,blocking
H0016827,nino_missing,NINO absent,blocking
H0016870,nino_malformed,NINO fails structure: bad_format,blocking
H0016881,dob_missing,date_of_birth='',advisory
H0016903,nino_missing,NINO absent,blocking
H0016905,address_incomplete,missing address_line_1,advisory
H0016915,nino_missing,NINO absent,blocking
H0016919,dob_missing,date_of_birth='',advisory
H0016939,nino_missing,NINO absent,blocking
H0016940,address_incomplete,missing address_line_1,advisory
H0016949,address_incomplete,missing postcode,advisory
H0016952,dob_missing,date_of_birth='',advisory
H0016957,dob_missing,date_of_birth='',advisory
H0016959,dob_missing,date_of_birth='',advisory
H0016973,nino_malformed,NINO fails structure: bad_format,blocking
H0016997,dob_missing,date_of_birth='',advisory
H0017013,nino_missing,NINO absent,blocking
H0017053,nino_missing,NINO absent,blocking
H0017054,address_incomplete,missing address_line_1,advisory
H0017062,address_incomplete,missing postcode,advisory
H0017090,nino_malformed,NINO fails structure: bad_format,blocking
H0017094,nino_missing,NINO absent,blocking
H0017100,nino_malformed,NINO fails structure: suffix_blank,blocking
H0017112,nino_missing,NINO absent,blocking
H0017140,nino_malformed,NINO fails structure: bad_format,blocking
H0017140,address_incomplete,missing address_line_1,advisory
H0017148,dob_missing,date_of_birth='',advisory
H0017177,nino_missing,NINO absent,blocking
H0017193,nino_missing,NINO absent,blocking
H0017202,address_incomplete,missing postcode,advisory
H0017205,nino_missing,NINO absent,blocking
H0017208,address_incomplete,missing address_line_1,advisory
H0017218,address_incomplete,missing address_line_1,advisory
H0017235,dob_missing,date_of_birth='',advisory
H0017247,nino_missing,NINO absent,blocking
H0017249,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0017251,nino_malformed,NINO fails structure: bad_format,blocking
H0017253,nino_malformed,NINO fails structure: bad_format,blocking
H0017257,nino_missing,NINO absent,blocking
H0017259,nino_missing,NINO absent,blocking
H0017280,nino_malformed,NINO fails structure: suffix_blank,blocking
H0017287,address_incomplete,missing address_line_1,advisory
H0017292,nino_missing,NINO absent,blocking
H0017316,address_incomplete,missing postcode,advisory
H0017346,address_incomplete,missing address_line_1,advisory
H0017357,address_incomplete,missing postcode,advisory
H0017362,nino_missing,NINO absent,blocking
H0017370,nino_malformed,NINO fails structure: bad_suffix,blocking
H0017385,address_incomplete,missing postcode,advisory
H0017401,nino_missing,NINO absent,blocking
H0017406,nino_malformed,NINO fails structure: bad_suffix,blocking
H0017411,nino_missing,NINO absent,blocking
H0017419,nino_missing,NINO absent,blocking
H0017433,address_incomplete,missing address_line_1,advisory
H0017439,dob_missing,date_of_birth='',advisory
H0017459,nino_malformed,NINO fails structure: bad_format,blocking
H0017461,dob_missing,date_of_birth='',advisory
H0017463,nino_missing,NINO absent,blocking
H0017481,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0017495,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0017519,nino_missing,NINO absent,blocking
H0017534,address_incomplete,missing postcode,advisory
H0017560,address_incomplete,missing postcode,advisory
H0017577,nino_malformed,NINO fails structure: suffix_blank,blocking
H0017615,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0017620,address_incomplete,missing postcode,advisory
H0017631,address_incomplete,missing postcode,advisory
H0017635,address_incomplete,missing address_line_1,advisory
H0017643,nino_missing,NINO absent,blocking
H0017656,address_incomplete,missing address_line_1,advisory
H0017692,address_incomplete,missing postcode,advisory
H0017704,nino_missing,NINO absent,blocking
H0017706,address_incomplete,missing address_line_1,advisory
H0017714,nino_missing,NINO absent,blocking
H0017717,nino_malformed,NINO fails structure: bad_format,blocking
H0017738,address_incomplete,missing postcode,advisory
H0017772,nino_malformed,NINO fails structure: bad_suffix,blocking
H0017773,dob_missing,date_of_birth='',advisory
H0017784,nino_malformed,NINO fails structure: bad_format,blocking
H0017807,nino_missing,NINO absent,blocking
H0017810,nino_missing,NINO absent,blocking
H0017813,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0017825,nino_malformed,NINO fails structure: bad_suffix,blocking
H0017842,address_incomplete,missing address_line_1,advisory
H0017848,address_incomplete,missing address_line_1,advisory
H0017854,nino_missing,NINO absent,blocking
H0017859,nino_malformed,NINO fails structure: bad_suffix,blocking
H0017861,nino_malformed,NINO fails structure: bad_suffix,blocking
H0017862,address_incomplete,missing address_line_1,advisory
H0017876,nino_malformed,NINO fails structure: bad_suffix,blocking
H0017882,address_incomplete,missing postcode,advisory
H0017887,nino_malformed,NINO fails structure: bad_format,blocking
H0017899,nino_malformed,NINO fails structure: bad_format,blocking
H0017918,nino_missing,NINO absent,blocking
H0017918,address_incomplete,missing postcode,advisory
H0017938,nino_missing,NINO absent,blocking
H0017947,nino_malformed,NINO fails structure: bad_suffix,blocking
H0017973,dob_missing,date_of_birth='',advisory
H0017980,address_incomplete,missing postcode,advisory
H0017991,address_incomplete,missing address_line_1,advisory
H0017993,nino_missing,NINO absent,blocking
H0017997,nino_missing,NINO absent,blocking
H0018008,nino_missing,NINO absent,blocking
H0018022,address_incomplete,missing address_line_1,advisory
H0018036,nino_malformed,NINO fails structure: bad_format,blocking
H0018043,address_incomplete,missing postcode,advisory
H0018048,dob_missing,date_of_birth='',advisory
H0018060,dob_missing,date_of_birth='',advisory
H0018066,address_incomplete,missing address_line_1,advisory
H0018075,nino_missing,NINO absent,blocking
H0018089,nino_malformed,NINO fails structure: bad_format,blocking
H0018093,dob_missing,date_of_birth='',advisory
H0018095,nino_missing,NINO absent,blocking
H0018098,address_incomplete,missing address_line_1,advisory
H0018099,nino_missing,NINO absent,blocking
H0018142,dob_missing,date_of_birth='',advisory
H0018151,nino_missing,NINO absent,blocking
H0018168,address_incomplete,missing address_line_1,advisory
H0018180,address_incomplete,missing address_line_1,advisory
H0018206,address_incomplete,missing address_line_1,advisory
H0018211,nino_missing,NINO absent,blocking
H0018217,nino_malformed,NINO fails structure: bad_format,blocking
H0018258,nino_malformed,NINO fails structure: bad_format,blocking
H0018279,nino_malformed,NINO fails structure: bad_suffix,blocking
H0018286,nino_missing,NINO absent,blocking
H0018287,nino_missing,NINO absent,blocking
H0018298,nino_missing,NINO absent,blocking
H0018298,address_incomplete,missing postcode,advisory
H0018299,nino_malformed,NINO fails structure: bad_format,blocking
H0018305,nino_missing,NINO absent,blocking
H0018313,address_incomplete,missing address_line_1,advisory
H0018328,nino_missing,NINO absent,blocking
H0018342,nino_missing,NINO absent,blocking
H0018360,nino_missing,NINO absent,blocking
H0018404,dob_missing,date_of_birth='',advisory
H0018406,nino_missing,NINO absent,blocking
H0018423,address_incomplete,missing postcode,advisory
H0018435,nino_malformed,NINO fails structure: bad_format,blocking
H0018447,nino_missing,NINO absent,blocking
H0018463,address_incomplete,missing address_line_1,advisory
H0018498,nino_missing,NINO absent,blocking
H0018503,dob_missing,date_of_birth='',advisory
H0018518,nino_missing,NINO absent,blocking
H0018520,nino_malformed,NINO fails structure: bad_format,blocking
H0018522,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0018526,nino_malformed,NINO fails structure: suffix_blank,blocking
H0018531,nino_malformed,NINO fails structure: bad_suffix,blocking
H0018536,nino_missing,NINO absent,blocking
H0018564,address_incomplete,missing address_line_1,advisory
H0018603,nino_missing,NINO absent,blocking
H0018605,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0018612,address_incomplete,missing postcode,advisory
H0018623,nino_missing,NINO absent,blocking
H0018642,nino_missing,NINO absent,blocking
H0018645,nino_missing,NINO absent,blocking
H0018651,nino_missing,NINO absent,blocking
H0018658,address_incomplete,missing address_line_1,advisory
H0018661,dob_missing,date_of_birth='',advisory
H0018662,nino_missing,NINO absent,blocking
H0018682,address_incomplete,missing address_line_1,advisory
H0018687,nino_missing,NINO absent,blocking
H0018708,dob_missing,date_of_birth='',advisory
H0018712,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0018737,nino_missing,NINO absent,blocking
H0018768,dob_missing,date_of_birth='',advisory
H0018770,nino_malformed,NINO fails structure: bad_format,blocking
H0018783,nino_malformed,NINO fails structure: bad_format,blocking
H0018797,address_incomplete,missing postcode,advisory
H0018811,nino_missing,NINO absent,blocking
H0018819,nino_missing,NINO absent,blocking
H0018824,address_incomplete,missing address_line_1,advisory
H0018833,dob_missing,date_of_birth='',advisory
H0018841,nino_missing,NINO absent,blocking
H0018859,dob_missing,date_of_birth='',advisory
H0018883,address_incomplete,missing address_line_1,advisory
H0018884,address_incomplete,missing address_line_1,advisory
H0018906,nino_malformed,NINO fails structure: bad_suffix,blocking
H0018909,nino_missing,NINO absent,blocking
H0018913,nino_malformed,NINO fails structure: bad_suffix,blocking
H0018933,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0018935,nino_malformed,NINO fails structure: bad_suffix,blocking
H0018940,address_incomplete,missing postcode,advisory
H0018961,address_incomplete,missing postcode,advisory
H0018972,dob_missing,date_of_birth='',advisory
H0018974,address_incomplete,missing postcode,advisory
H0018979,nino_missing,NINO absent,blocking
H0018987,dob_missing,date_of_birth='',advisory
H0018990,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0019001,nino_missing,NINO absent,blocking
H0019005,nino_missing,NINO absent,blocking
H0019008,nino_missing,NINO absent,blocking
H0019023,nino_missing,NINO absent,blocking
H0019037,nino_missing,NINO absent,blocking
H0019052,nino_malformed,NINO fails structure: suffix_blank,blocking
H0019066,dob_missing,date_of_birth='',advisory
H0019080,nino_missing,NINO absent,blocking
H0019088,nino_missing,NINO absent,blocking
H0019095,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0019105,nino_missing,NINO absent,blocking
H0019109,nino_malformed,NINO fails structure: bad_suffix,blocking
H0019139,dob_missing,date_of_birth='',advisory
H0019141,nino_malformed,NINO fails structure: bad_format,blocking
H0019142,nino_malformed,NINO fails structure: bad_format,blocking
H0019147,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0019151,nino_malformed,NINO fails structure: bad_suffix,blocking
H0019174,dob_missing,date_of_birth='',advisory
H0019185,dob_missing,date_of_birth='',advisory
H0019188,nino_missing,NINO absent,blocking
H0019192,nino_missing,NINO absent,blocking
H0019195,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0019236,nino_malformed,NINO fails structure: bad_format,blocking
H0019237,nino_malformed,NINO fails structure: bad_format,blocking
H0019238,nino_missing,NINO absent,blocking
H0019241,dob_missing,date_of_birth='',advisory
H0019243,nino_missing,NINO absent,blocking
H0019258,dob_missing,date_of_birth='',advisory
H0019263,nino_missing,NINO absent,blocking
H0019267,dob_missing,date_of_birth='',advisory
H0019293,address_incomplete,missing address_line_1,advisory
H0019319,dob_missing,date_of_birth='',advisory
H0019334,nino_missing,NINO absent,blocking
H0019342,nino_malformed,NINO fails structure: bad_format,blocking
H0019364,nino_missing,NINO absent,blocking
H0019365,nino_missing,NINO absent,blocking
H0019384,dob_missing,date_of_birth='',advisory
H0019389,address_incomplete,missing postcode,advisory
H0019407,nino_missing,NINO absent,blocking
H0019407,dob_missing,date_of_birth='',advisory
H0019432,address_incomplete,missing postcode,advisory
H0019434,nino_missing,NINO absent,blocking
H0019450,nino_missing,NINO absent,blocking
H0019454,address_incomplete,missing postcode,advisory
H0019460,nino_missing,NINO absent,blocking
H0019460,address_incomplete,missing address_line_1,advisory
H0019464,nino_missing,NINO absent,blocking
H0019474,nino_malformed,NINO fails structure: bad_suffix,blocking
H0019488,address_incomplete,missing address_line_1,advisory
H0019490,nino_malformed,NINO fails structure: bad_suffix,blocking
H0019498,nino_malformed,NINO fails structure: suffix_blank,blocking
H0019507,nino_malformed,NINO fails structure: bad_format,blocking
H0019540,nino_malformed,NINO fails structure: bad_format,blocking
H0019554,nino_missing,NINO absent,blocking
H0019560,dob_missing,date_of_birth='',advisory
H0019568,nino_missing,NINO absent,blocking
H0019569,address_incomplete,missing postcode,advisory
H0019571,nino_missing,NINO absent,blocking
H0019581,nino_malformed,NINO fails structure: bad_format,blocking
H0019592,nino_malformed,NINO fails structure: suffix_blank,blocking
H0019595,nino_malformed,NINO fails structure: bad_suffix,blocking
H0019600,nino_missing,NINO absent,blocking
H0019608,nino_missing,NINO absent,blocking
H0019609,nino_missing,NINO absent,blocking
H0019610,nino_missing,NINO absent,blocking
H0019613,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0019622,nino_missing,NINO absent,blocking
H0019652,nino_missing,NINO absent,blocking
H0019657,address_incomplete,missing address_line_1,advisory
H0019675,nino_missing,NINO absent,blocking
H0019688,address_incomplete,missing postcode,advisory
H0019690,dob_missing,date_of_birth='',advisory
H0019702,address_incomplete,missing address_line_1,advisory
H0019704,nino_missing,NINO absent,blocking
H0019709,nino_missing,NINO absent,blocking
H0019716,dob_missing,date_of_birth='',advisory
H0019738,nino_malformed,NINO fails structure: bad_format,blocking
H0019752,nino_malformed,NINO fails structure: bad_format,blocking
H0019772,nino_malformed,NINO fails structure: bad_suffix,blocking
H0019776,nino_malformed,NINO fails structure: bad_suffix,blocking
H0019793,dob_missing,date_of_birth='',advisory
H0019813,nino_missing,NINO absent,blocking
H0019857,dob_missing,date_of_birth='',advisory
H0019872,nino_malformed,NINO fails structure: suffix_blank,blocking
H0019883,nino_missing,NINO absent,blocking
H0019895,nino_malformed,NINO fails structure: bad_format,blocking
H0019913,dob_missing,date_of_birth='',advisory
H0019938,nino_malformed,NINO fails structure: bad_format,blocking
H0019942,nino_missing,NINO absent,blocking
H0019956,nino_malformed,NINO fails structure: bad_format,blocking
H0019960,nino_missing,NINO absent,blocking
H0019967,nino_malformed,NINO fails structure: bad_format,blocking
H0019974,nino_malformed,NINO fails structure: suffix_blank,blocking
H0019979,nino_missing,NINO absent,blocking
H0019988,nino_missing,NINO absent,blocking
H0020003,address_incomplete,missing postcode,advisory
H0020004,nino_missing,NINO absent,blocking
H0020012,dob_missing,date_of_birth='',advisory
H0020023,nino_malformed,NINO fails structure: bad_format,blocking
H0020023,address_incomplete,missing address_line_1,advisory
H0020073,address_incomplete,missing postcode,advisory
H0020076,nino_missing,NINO absent,blocking
H0020101,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0020103,nino_malformed,NINO fails structure: bad_format,blocking
H0020114,nino_missing,NINO absent,blocking
H0020131,address_incomplete,missing postcode,advisory
H0020143,nino_missing,NINO absent,blocking
H0020145,nino_malformed,NINO fails structure: bad_format,blocking
H0020149,address_incomplete,missing postcode,advisory
H0020152,address_incomplete,missing address_line_1,advisory
H0020154,dob_missing,date_of_birth='',advisory
H0020176,nino_malformed,NINO fails structure: bad_format,blocking
H0020203,address_incomplete,missing address_line_1,advisory
H0020214,nino_missing,NINO absent,blocking
H0020227,nino_missing,NINO absent,blocking
H0020243,address_incomplete,missing address_line_1,advisory
H0020254,dob_missing,date_of_birth='',advisory
H0020264,address_incomplete,missing postcode,advisory
H0020268,nino_missing,NINO absent,blocking
H0020277,nino_malformed,NINO fails structure: bad_format,blocking
H0020282,dob_missing,date_of_birth='',advisory
H0020285,dob_missing,date_of_birth='',advisory
H0020287,address_incomplete,missing address_line_1,advisory
H0020321,nino_missing,NINO absent,blocking
H0020323,nino_missing,NINO absent,blocking
H0020337,address_incomplete,missing postcode,advisory
H0020369,nino_malformed,NINO fails structure: suffix_blank,blocking
H0020391,nino_missing,NINO absent,blocking
H0020397,nino_malformed,NINO fails structure: bad_format,blocking
H0020444,address_incomplete,missing postcode,advisory
H0020453,address_incomplete,missing postcode,advisory
H0020454,nino_missing,NINO absent,blocking
H0020507,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0020510,address_incomplete,missing postcode,advisory
H0020511,nino_missing,NINO absent,blocking
H0020513,nino_missing,NINO absent,blocking
H0020515,nino_missing,NINO absent,blocking
